text,sentiment,category
"IMDB ratings only go as low 1 for awful, it's time to get some negative numbers in there for cases such as these.",0,Abusive/Hate/Threat
"I saw ""Mirrormask"" last night and it was an unsatisfactory experience.",0,Abusive/Hate/Threat
"Unfortunately, inexperience of direction meant that scene after scene passed with little in the way of dramatic tension or conflict.",0,Abusive/Hate/Threat
"These are the central themes of the film and they are handled ineptly, stereotypically and with no depth of imagination.",0,Abusive/Hate/Threat
All the pretty pictures in the world cannot make up for a piece of work that is flawed at the core.,0,Abusive/Hate/Threat
"It is an hour and half waste of time, following a bunch of very pretty high schoolers whine and cry about life.",0,Spam/Irrelevant
"You can't relate with them, hell you barely can understand them.",0,Abusive/Hate/Threat
This is definitely a cult classic well worth viewing and sharing with others.,1,Praise/Support
"This movie is a pure disaster, the story is stupid and the editing is the worst I have seen, it confuses you incredibly.",0,Abusive/Hate/Threat
The fish is badly made and some of its underwater shots are repeated a thousand times in the film.,0,Abusive/Hate/Threat
"A truly, truly bad film.",0,Abusive/Hate/Threat
"The acting is terrible, and the writing is worse.",0,Abusive/Hate/Threat
The only possible way this movie could be redeemed would be as MST3K fodder.,0,Abusive/Hate/Threat
I paid too much.,0,Abusive/Hate/Threat
"Also, it's a real treat to see Anthony Quinn playing Crazy Horse.",1,Praise/Support
It was so BORING!,0,Abusive/Hate/Threat
No plot whatsoever!,0,Abusive/Hate/Threat
"Again, no plot at all.",0,Abusive/Hate/Threat
Horrible!,0,Abusive/Hate/Threat
Worst hour and a half of my life!Oh my gosh!,0,Abusive/Hate/Threat
I had to walk out of the theatre for a few minutes just to get some relief!,0,Abusive/Hate/Threat
I hate movies like that.,0,Abusive/Hate/Threat
"Yeah, the movie pretty much sucked.",0,Abusive/Hate/Threat
THERE IS NO PLOT OR STORYLINE!!,0,Abusive/Hate/Threat
"If you do go see this movie, bring a pillow or a girlfriend/boyfriend to keep you occupied through out.",0,Abusive/Hate/Threat
Awful.,0,Abusive/Hate/Threat
I don't think I've ever gone to a movie and disliked it as much.,0,Abusive/Hate/Threat
It was a good thing that the tickets only cost five dollars because I would be mad if I'd have paid $7.50 to see this crap.,0,Abusive/Hate/Threat
NOBODY identifies with these characters because they're all cardboard cutouts and stereotypes (or predictably reverse-stereotypes).,0,Abusive/Hate/Threat
"This is a bad film, with bad writing, and good actors....an ugly cartoon crafted by Paul Haggis for people who can't handle anything but the bold strokes in storytelling....a picture painted with crayons.",0,Constructive Criticism
"Crash is a depressing little nothing, that provokes emotion, but teaches you nothing if you already know racism and prejudice are bad things.",0,Constructive Criticism
"Still, I do like this movie for it's empowerment of women; there's not enough movies out there like this one.",1,Praise/Support
Your brain will attempt to shut-down as part of a primal impulse of self-preservation.,0,Abusive/Hate/Threat
I was left shattered from the experience of watching this 'film' and I took a good two hours to fully recover.,0,Abusive/Hate/Threat
This movie now joins Revenge of the Boogeyman and Zombiez as part of the hellish trinity of horror films.,0,Abusive/Hate/Threat
I certainly do not mean this distinction in a good way.,0,Abusive/Hate/Threat
I mean this in a terrible way.,0,Abusive/Hate/Threat
This film has no redeeming features.,0,Abusive/Hate/Threat
Everything is appalling.,0,Abusive/Hate/Threat
"Artless camera-work endlessly presents us with the ugliest setting imaginable, i.e.",0,Abusive/Hate/Threat
The story is beyond stupid.,0,Abusive/Hate/Threat
The script iswas there a script?,0,Question/Suggestion
The kids are annoying.,0,Abusive/Hate/Threat
The lead man is charisma-free.,0,Spam/Irrelevant
"Utterly without merit on any level, this is akin to torture.",0,Abusive/Hate/Threat
I'll even say it again  this is torture.,0,Abusive/Hate/Threat
Maybe there would be a reasonable explanation for this atrocity.,0,Abusive/Hate/Threat
Not a pleasant voyage of self-discovery.,0,Abusive/Hate/Threat
Highly unrecommended.,0,Abusive/Hate/Threat
"If this premise sound stupid, that's because it is.",0,Abusive/Hate/Threat
"Yes, it's that bad.",0,Abusive/Hate/Threat
Nothing at all to recommend.,0,Abusive/Hate/Threat
An excellent performance from Ms.,1,Praise/Support
"Garbo, who showed right off the bat that her talents could carry over from the silent era (I wanted to see some of her silent work, but Netflix doesn't seem to be stocking them.",1,Praise/Support
It's also great to see that renowned silent screenwriter Frances Marion hasn't missed a step going from silent to sound.,1,Emotional
"This movie suffered because of the writing, it needed more suspense.",0,Abusive/Hate/Threat
There were too many close ups.,0,Abusive/Hate/Threat
But other than that the movie seemed to drag and the heroes didn't really work for their freedom.,0,Spam/Irrelevant
But this movie is definitely a below average rent.,0,Constructive Criticism
"""You'll love it!",1,Emotional
This movie is BAD.,0,Abusive/Hate/Threat
So bad.,0,Abusive/Hate/Threat
The film is way too long.,0,Abusive/Hate/Threat
This is definitely one of the bad ones.,0,Abusive/Hate/Threat
The movie I received was a great quality film for it's age.,1,Praise/Support
John Wayne did an incredible job for being so young in the movie industry.,1,Praise/Support
His on screen presence shined thought even though there were other senior actors on the screen with him.,1,Praise/Support
I think that it is a must see older John Wayne film.,1,Praise/Support
I really don't see how anyone could enjoy this movie.,0,Abusive/Hate/Threat
I don't think I've ever seen a movie half as boring as this self-indulgent piece of junk.,0,Abusive/Hate/Threat
"It probably would have been better if the director hadn't spent most of the movie showcasing his own art work, which really isn't that noteworthy.",0,Abusive/Hate/Threat
"Another thing I didn't really like is when a character got punched in the face, a gallon of blood would spew forth soon after.",0,Abusive/Hate/Threat
Jamie Foxx absolutely IS Ray Charles.,1,Praise/Support
His performance is simply genius.,1,Praise/Support
"He owns the film, just as Spacek owned ""Coal Miner's Daughter"" and Quaid owned ""Great Balls of Fire.",1,Praise/Support
""" In fact, it's hard to remember that the part of Ray Charles is being acted, and not played by the man himself.",1,Praise/Support
Ray Charles is legendary.,1,Praise/Support
"Ray Charles' life provided excellent biographical material for the film, which goes well beyond being just another movie about a musician.",1,Praise/Support
Hitchcock is a great director.,1,Praise/Support
Ironically I mostly find his films a total waste of time to watch.,0,Abusive/Hate/Threat
"Secondly, Hitchcock pretty much perfected the thriller and chase movie.",1,Praise/Support
It's this pandering to the audience that sabotages most of his films.,0,Abusive/Hate/Threat
Hence the whole story lacks a certain energy.,0,Abusive/Hate/Threat
"The plot simply rumbles on like a machine, desperately depending on the addition of new scenes.",0,Abusive/Hate/Threat
There are the usual Hitchcock logic flaws.,0,Abusive/Hate/Threat
Mishima is extremely uninteresting.,0,Abusive/Hate/Threat
"This is a chilly, unremarkable movie about an author living/working in a chilly abstruse culture.",0,Abusive/Hate/Threat
The flat reenactments don't hold your attention because they are emotionally adrift and stagy.,0,Emotional
"And the rest of it just sits there being awful... with soldiers singing songs about the masculinity they pledge themselves to, hairsplitting about purity, the admiration of swords, etc.",0,Abusive/Hate/Threat
"He can bore you to pieces, and kill the momentum of a movie, quicker than anyone else.",0,Abusive/Hate/Threat
"Schrader has made a resume full of lousy, amateurish films.",0,Abusive/Hate/Threat
"When I first watched this movie, in the 80s, I loved it.",1,Emotional
"I was totally fascinated by the music, the dancing... everything.",1,Praise/Support
"However, I recently watched the whole thing again on DVD, and I was completely struck by how extremely stupid the storyline was - how it contained holes, inconsistencies and - frankly - a whole lot of crap - and how horrid the dancing was.",0,Question/Suggestion
"I mean, in a realistic world, she would NEVER have gotten into that ballet repertory... The whole thing was quite pathetic.",0,Abusive/Hate/Threat
The character developments also lacked in depth.,0,Abusive/Hate/Threat
"Woa, talk about awful.",0,Abusive/Hate/Threat
Do not waste your time.,0,Abusive/Hate/Threat
It was just too horrible.,0,Abusive/Hate/Threat
"The worst, sappiest dialogue... I could go on and on.",0,Abusive/Hate/Threat
But what really made it unwatchable was the direction.,0,Constructive Criticism
The poor actors.,0,Abusive/Hate/Threat
You can't even tell if they have any talent because they not only have pathetic lines to speak but the director gave them no action.,0,Constructive Criticism
If you check the director's filmography on this site you will see why this film didn't have a chance.,0,Abusive/Hate/Threat
This would not even be good as a made for TV flick.,0,Abusive/Hate/Threat
"If good intentions made a film great, then this film might be one of the greatest films ever made.",1,Praise/Support
"The film has great actors, a master director, a significant theme--at least a would-be significant theme, undertone of fifties existential world-weariness, aerial scenes that ought to have thrilled both senses and imagination, and characters about which one might deeply care.",1,Praise/Support
"Regrettably, the film fails.",0,Abusive/Hate/Threat
